gc_bias	replication_timing	total_groseq
0.4045789		0.26666666666666666
0.5858144166666667	76.02733500000001	25.783333333333335
0.5647021333333335	77.74924000000003	2.1666666666666665
0.5002331166666667	77.87453916666665	7.4
0.5086246999999999	77.89215416666666	31.016666666666666
0.64214155	72.58918583333333	11.383333333333333
0.6460542666666667	72.94525999999999	13.733333333333333
0.56280405	76.70105250000002	25.9
0.48063581666666677	78.50938249999999	13.266666666666667
0.5443723833333334	77.74582083333331	32.88333333333333
0.4625538666666667	74.99163	17.566666666666666
0.40279679999999995	68.13915833333334	2.6333333333333333
0.4791540666666666	78.80144916666667	21.9
0.4957708833333333	71.51717083333334	11.816666666666666
0.49633703333333334	73.25189999999999	8.233333333333333
0.5182484666666667	76.23299916666666	1.25
0.44250711666666664	72.74613916666667	5.25
0.45517776666666665	70.16108333333334	14.466666666666667
0.4695967166666667	69.7826275	26.466666666666665
0.5085248666666666	78.28091333333333	61.28333333333333
0.49393934999999994	77.55527083333335	11.75
0.51228775	78.92061833333332	0.38333333333333336
0.5301033833333334	79.08057333333333	41.11666666666667
0.5067433	67.45003666666666	22.366666666666667
0.5516319333333332	65.01375499999999	7.666666666666667
0.42097863333333335	64.86438916666665	23.016666666666666
0.48211776666666667	68.73804416666665	3.9
0.4773225333333333	69.05022	9.516666666666667
0.46508465	72.02899250000002	1.05
0.3920575499999999	68.51861333333335	3.4
0.3794202	68.22663333333334	4.033333333333333
0.5568600833333333	74.63604583333334	14.566666666666666
0.5702633666666668	78.53589916666667	10.15
0.5047286	80.26508583333334	0.5166666666666667
0.4853977666666667	78.97216333333333	31.166666666666668
0.45446190000000003	75.29977333333335	26.483333333333334
0.48161815	74.92549833333331	5.15
0.5238595	74.05479416666665	52.4
0.4415747499999999	74.17326	1.0
0.5055444166666667	74.91439666666666	25.25
0.45912381666666663	74.79586166666665	4.116666666666666
0.5214619500000001	74.74116666666666	1.5333333333333334
0.4578917666666667	74.813645	4.516666666666667
0.46138830000000003	74.71349333333333	14.666666666666666
0.48554769999999997	74.28977250000001	0.48333333333333334
0.49598726666666665	77.86643833333333	2.2333333333333334
0.4692304333333333	73.23250666666668	24.25
0.5685318333333333	76.57098083333335	29.7
0.5420914666666667	77.0851175	17.3
0.5560109333333333	77.17758583333334	17.5
0.4506989666666667	76.51407166666665	14.85
0.4006323	71.91659666666666	4.033333333333333
0.38969324999999994	71.57422500000001	4.266666666666667
0.389277	71.26798833333334	4.35
0.45509455	79.52653666666669	9.95
0.4633696666666667	77.30607083333332	56.81666666666667
0.4959207	68.48060916666667	1.8666666666666667
0.39830131666666674	70.06969249999999	16.8
0.3947548666666666	70.35071833333335	18.2
0.4281048499999999	70.13274833333331	29.95
0.45820828333333347	76.04637083333331	0.6333333333333333
0.47314324999999996	74.9404	29.033333333333335
0.4558604666666667	75.4404725	3.75
0.38569725000000005	57.38276333333332	0.6833333333333333
0.44483835	55.882436666666656	1.3
0.4135360666666667	67.4926175	53.733333333333334
0.4014481833333333	72.5208766666667	5.9
