g_quartet_count	gc_bias	replication_timing	total_groseq
0.8166666666666667	0.64896805	78.19841166666667	20.383333333333333
0.5333333333333333	0.5858145166666665	75.52994000000002	4.45
1.25	0.6325343833333332	77.41140500000002	29.45
0.45	0.5660342166666668	77.90399333333333	14.266666666666667
0.23333333333333334	0.56400295	69.75907833333333	74.63333333333334
0.75	0.6220949166666668	73.12468916666668	30.433333333333334
1.0666666666666667	0.6213955833333332	77.07747666666666	7.983333333333333
0.13333333333333333	0.4966033	68.33568416666667	4.316666666666666
0.6333333333333333	0.5514820833333334	65.13344249999999	18.583333333333332
0.23333333333333334	0.5079255500000001	41.832869166666676	0.43333333333333335
0.2	0.47455858333333345	76.44101583333332	17.15
0.11666666666666667	0.4685810999999999	77.75059416666667	8.833333333333334
0.0	0.4475355	75.35729333333337	0.3
0.2	0.4814350833333334	78.81439999999999	9.0
0.3	0.5112054166666666	77.38489999999999	7.783333333333333
1.1666666666666667	0.5655347833333334	76.80031749999998	10.683333333333334
0.0	0.4713783333333333	78.02018333333335	361.25
0.43333333333333335	0.5112387500000001	72.85238666666667	4.816666666666666
0.35	0.5254413333333333	73.5400725	2.2666666666666666
0.75	0.5430238666666667	76.20960333333333	18.183333333333334
0.2833333333333333	0.4637692	74.72400916666668	21.916666666666668
0.05	0.45569395	73.72165583333334	5.85
0.11666666666666667	0.4850813	74.9087975	10.616666666666667
0.3	0.49795195	55.840002500000004	15.8
0.55	0.5153513166666667	77.31598333333332	27.633333333333333
0.03333333333333333	0.47988658333333334	77.85013916666665	15.45
0.2	0.4838160333333334	68.87025333333332	0.7666666666666667
0.38333333333333336	0.5008491166666666	78.11367083333332	50.45
0.0	0.4285543833333333	57.241573333333335	10.783333333333333
0.5	0.5165002833333333	70.50298500000001	2.2
0.9833333333333333	0.5447388833333334	70.48337583333335	0.85
0.15	0.46235400000000004	57.59124083333333	0.9
0.06666666666666667	0.45507796666666667	78.50875916666668	66.9
0.4	0.5262404500000001	78.21395833333334	24.666666666666668
0.13333333333333333	0.4905925666666667	80.01298083333333	57.833333333333336
0.0	0.37500796666666664	71.95453916666669	1.35
0.03333333333333333	0.41192100000000004	75.01754083333336	0.4666666666666667
0.3	0.5090744	78.18797083333334	29.95
0.13333333333333333	0.4629035999999999	69.14047333333335	28.466666666666665
0.21666666666666667	0.4539623166666667	62.45291916666666	12.316666666666666
0.21666666666666667	0.41686613333333333	65.81514916666666	3.85
0.03333333333333333	0.43709583333333335	54.943965000000006	0.3333333333333333
0.08333333333333333	0.41778186666666667	66.72767166666668	13.2
0.0	0.3693303166666667	17.843668333333333	0.26666666666666666
0.0	0.34705261666666665	18.40930083333333	15.216666666666667
0.0	0.4037125666666667	17.313949166666664	8.783333333333333
0.0	0.43458178333333325	73.35278	8.5
0.03333333333333333	0.40809155	64.76434416666665	7.8
0.15	0.4332164166666667	74.86042833333332	15.116666666666667
0.03333333333333333	0.37912051666666674	71.70754833333334	7.816666666666666
0.0	0.38596364999999994	76.98761833333336	17.333333333333332
0.21666666666666667	0.48712948333333334	75.46447999999997	0.9333333333333333
0.05	0.4448548333333332	75.31709833333335	9.4
0.016666666666666666	0.44338958333333334	67.76831416666667	37.71666666666667
0.11666666666666667	0.4628868333333333	67.44833666666666	10.8
0.3333333333333333	0.49718608333333336	55.90469083333333	22.6
